spaLangNum	LanguageName	spaPhoneNum	spaDescription	spaAllophoneDescription	Notes	AllophoneNotes
		23	s-hacek		15 36 37 63	(limited,allo)
				*/s/		
		24	x		16	
		25	x-labialized		16 38	
		26	m			
				[m-tense]	17 65	
		27	n			
				[n-tense]	17 65	
				[n-palatal]	66	(allo,neutral)
				[n-voiceless-tense]	67	(allo,neutral)
		28	eng		18 39 68	
				[eng-half-voice]	69	
				[m-voiceless]	70	
		29	l		20 21	
				[l-velarized-syllabic]	71	
		30	l-fricative			
				[t/l-fricative]	72	(free)
		31	glottal stop		40	
		32	h		22	
		33	h-labialized		23	
		51	iota		41	
				[i]	73 74	
				*/yod/		
				[i-long]	75	
				[upsilon-trema]	24 76	
				[iota-bar]	77	(free)
				[iota-bar-nasalized]	78	
				[i-trema]	79	(free)
				[e-trema]	79	(free)
		52	e-mid		41	
				[e-mid-half-voice-half-long]	80	
		53	e-mid-long			
		54	a			
				[a-half-voice-half-long]	80	
				[caret]	81	
		55	a-long			
		56	o-mid			
				[upsilon]	82	
				[o-mid-half-voice-half-long]	80	
		57	o-mid-long			
		58	yod			
				*[i]		
				[yod-voiceless]	25 83	
				[yod-lax]	84	
				[yod-lax-half-voice]	84	(free)
		59	w			
				[w-half-voice]	85	
				[u]	86	
705	Navaho	01	p			
		02	t			
				[t-unreleased]	60	
		03	t-aspirated		01	
				[t/x]	61	(free)
				[t/c-fricative]	02 62	(free)
				[t/x-labialized]	63	(free)
		04	t-ejective		03	
		05	k			
				[k/gamma]	64	
				[k/j-fricative]	02 64	
				[k/gamma-labialized]	64	
				[k-unreleased]	60	
		06	k-aspirated		01	
				[k/x]	61	(free)
				[k/c-fricative]	02 62	(free)
				[k/x-labialized]	63	(free)
		07	k-ejective		03	
		08	k-aspirated-labialized		04 30	
		09	t/s			
		10	t/s-aspirated		05	
				[t/s/x]	61	(free)
				[t/s/c-fricative]	02 62	(free)
				[t/s/x-labialized]	63	(free)
		11	t/s-ejective			
		12	t/l-fricative		06	
		13	t/l-fricative-aspirated		06	
		14	t/l-fricative-ejective		06	
		15	t/s-hacek			
		16	t/s-hacek-aspirated			
		17	t/s-hacek-ejective			
		18	s			
				[s-syllabic]	66	
		19	z			
		20	s-hacek			
				[s-hacek-syllabic]	66	
		21	z-hacek			
				[z-hacek-syllabic]	66	
		22	x		07 31	
				*[x-labialized]		
				[c-fricative]	02 07	
		23	x-labialized		31 67	(loan,allo,free)
				*/x/		
				*/h-labialized/		
		24	gamma		07 31	
				*[yod]		
				[j-fricative]	02 08 68	
				[gamma-labialized]	09 32 69	(allo,free)
				*/w/		
		25	m		33	
		26	m-preglottalized		10 34	(surface)
		27	n		11 35	
				[n-syllabic]	70	
		28	n-preglottalized		10 34 	(surface)
		29	l		06	
		30	l-fricative		06	
				[l-fricative-syllabic]	66	
		31	glottal stop			
		32	h		12 37	
		33	h-labialized		38	
				*[x-labialized]		
		51	iota			
		52	i-long			
		53	iota-nasalized			
		54	i-long-nasalized			
		55	epsilon			
				[e]	71	
		56	epsilon-long			
		57	epsilon-nasalized			
				[e-nasalized]	72	
		58	epsilon-long-nasalized			
		59	a		13	
		60	a-long			
		61	a-nasalized		13	
		62	a-long-nasalized			
		63	o-open			
				[upsilon]		(free)
		64	o-long			
				[u-long]		(free)
		65	o-open-nasalized			
				[upsilon-nasalized]		(free)
		66	o-long-nasalized			
				[u-long-nasalized]		(free)
		67	yod		08 14 68	(tag(-),free)
				*/gamma/		
		68	yod-preglottalized		15 34	(surface)
		69	w		32	
				*[gamma-labialized]		
		81	high			
		82	low			
710	Haida	01	p		01	
				[p-unreleased]	02 60	
		02	p-aspirated		03 50	
		03	t		01	
				[t-unreleased]	02 60	
		04	t-aspirated		03	
		05	t-ejective			
		06	c		01	
		07	c-aspirated		03	
		08	c-ejective			
		09	k		01	
		10	k-aspirated		03	
		11	k-ejective			
		12	k-labialized		01	
		13	k-aspirated-labialized		03	
		14	k-ejective-labialized			
		15	q		01 04	
				*[x-uvular]		
				[gamma-uvular]	61	(free)
		16	q-aspirated		03	
		17	q-ejective			
		18	q-labialized		01	
		19	q-aspirated-labialized		03	
		20	q-ejective-labialized			
		21	t/s-hacek		01	
				*[s]		
		22	t/s-hacek-aspirated			
		23	t/s-hacek-ejective			
				[t/s-ejective]	05	(free)
		24	d/l		06	
		25	t/l-fricative-aspirated		03	
		26	t/l-fricative-ejective			
		27	s		62	(tag(-),allo)
				*/t/s-hacek/		
		28	c-fricative			
		29	x			
		30	x-labialized			
		31	x-uvular		61	(tag(-),free)
				*/q/		
		32	x-uvular-labialized			
		33	m		31	
		34	m-preglottalized		31 32	
		35	n			
		36	n-preglottalized		32	
		37	eng			
		38	eng-preglottalized		32	
		39	l			
		40	l-fricative			
		41	l-preglottalized		32	
		42	glottal stop			
		43	h			
		50	i			
				[iota]	33 63	(free)
				*/a/		
				[e]	33	(free)
		51	a			
				*[iota]		
				[ash]	64	
				[schwa]	07 65	(free)
				[l-syllabic]	66	(free)
		52	upsilon			
				[o]		(free)
		53	yod			
		54	yod-preglottalized		32	
		55	w		34	
		56	w-preglottalized		32	
715	Squamish	01	p			
				[p-aspirated]	60	(free)
		02	p-ejective			
		03	t		01	
				[t-aspirated]	60	(free)
				[t-unreleased]	61	
		04	t-ejective		01	
		05	k		30	
				[k-aspirated]	60	(free)
		06	k-ejective		02 30	
		07	k-labialized		03 04	
				[k-aspirated-labialized]	60	(free)
		08	k-ejective-labialized		02 03 04	
		09	q			
				[q-aspirated]	60 	(free)
		10	q-ejective		02	
		11	q-labialized		03 04	
				[q-aspirated-labialized]	60	(free)
		12	q-ejective-labialized		02 03 04	
		14	t/s		01 05	
		15	t/s-ejective		01	
		16	t/l-fricative		06	
				[l-fricative]		(free)
		17	t/l-fricative-ejective			
		18	t/s-hacek			
		19	t/s-hacek-ejective			
		20	s		01	
		21	s-hacek			
		22	x-labialized		03 04	
		23	x-uvular			
		24	x-uvular-labialized		03 04	
		26	m			
				[m-syllabic]	62	
		27	n		01	
				[n-syllabic]	62	
		28	l		07	
				[l-syllabic]	62	
				[l-velarized]	63	
		29	glottal stop			
		30	h			
		51	e			(tag(+),free)
				*/schwa/		
				[i]	64	(free)
				[e/yod]	65	(free)
				[epsilon/yod]	65	(free)
				[epsilon/a]	65	(free)
				[epsilon]	65 67 69	(allo,free)
				*/a/		
				*/schwa/		
		53	e-long		31	(surface)
		54	schwa		08 32	
				*[e]		
				*[epsilon]		
				*[ash-dot]		
				*[u]		
				*[o-open]		
				[iota]	66	
				[u-dot]	66	
				[o-dot]	67	
				[alpha]	67	
		58	a			
				*[epsilon]		
				[ash-dot]	67 69	
				*/schwa/		
				[o-open]	67 69	
				*/schwa/		
		59	a-long		31	(surface)
		60	o			
				[o-dot/w]	68	(free)
				[u]	64 66	(allo,free)
				*/schwa/		
		61	o-long		31	(surface)
		62	yod			
		63	w			
720	Salish	01	p			
		02	p-ejective		01	
		03	b			
				[b-unreleased]	60	
		04	t			
		05	t-ejective		01	
		06	d			
				[d-unreleased]	60	
		07	k			
		08	k-labialized			
		09	k-ejective		01	
		10	k-ejective-labialized		01	
		11	g		30	
		12	g-labialized		02	
		13	q			
		14	q-labialized			
		15	q-ejective		01	
		16	q-ejective-labialized		01	
		17	t/s			
		18	t/s-ejective			
		19	d/z			
		20	t/l-fricative-ejective		01	
		21	t/s-hacek			
		22	t/s-hacek-ejective		01	
		23	d/z-hacek		31	(limited)
		24	s			
		25	s-hacek			
		26	x-labialized			
		27	x-uvular			
		28	x-uvular-labialized			
		29	m		32	(limited)
		30	n		32	(limited)
		31	l		33	
		32	l-fricative			
		33	glottal stop			
		34	h			
		51	iota			
				[i]	61	(free)
				[e]	62	(free)
				[epsilon-over-short]	63	(free)
				[e/yod]	64	(free)
				[e/epsilon-glide]	65	(free)
		52	a			
				*[schwa]		
				[epsilon-dot]	66	(allo,free)
		53	upsilon		34	
				[u]	61	(free)
				[o]	62	(free)
				[o-open-over-short]	63	(free)
		54	yod			
		55	w			
		56	schwa		66	(tag(+),free)
				*/a/		
				[schwa-voiceless]	67	
		57	e-long			
		58	a-long			
		59	upsilon-long			
725	Nootka	01	p			
				[p-aspirated]	60	
		02	p-ejective			
		03	t		01	
				[t-aspirated]	60	
		04	t-ejective		01	
		05	k			
				[k-aspirated]	60	
		06	k-ejective			
		07	k-labialized			
				[k-aspirated-labialized]	60	
		08	k-ejective-labialized			
		09	q			
				[q-aspirated]	60	
		10	q-ejective		02	(loan,limited)
		11	q-labialized			
				[q-aspirated-labialized]	60	
		12	q-ejective-labialized		02	(loan,limited)
		13	t/s		01	
				[t/s-aspirated]	60	
		14	t/s-ejective		01	
		15	t/s-hacek			
				[t/s-hacek-aspirated]	60	
		16	t/s-hacek-ejective			
		17	t/l-fricative		01	
				[t/l-fricative-aspirated]	60	
		18	t/l-fricative-ejective		01	
		19	s		01	
		20	s-hacek			
		21	l-fricative		01	
		22	x			
		23	x-labialized			
		24	x-uvular		02	(loan,limited)
		25	x-uvular-labialized		02	(loan,limited)
		26	pharyngeal-voiceless		03	
		27	m		04	
		28	m-preglottalized			
		29	n		01 04	
		30	n-preglottalized		01	
		31	glottal stop			
		32	glottal stop-pharyngealized		03	
		33	h			
		51	i		05	
		52	i-long		05	
		53	epsilon		05	
		54	epsilon-long		05	
		55	a		05	
		56	a-long		05	
		57	o		05	
		58	o-long		05	
		59	o-open		05 06	(limited,loan)
		60	o-open-long		05 06	(limited,loan)
		61	yod		01 04	
		62	yod-preglottalized		01	
		63	w		04	
		64	w-preglottalized			
730	Kwakiutl	01	b		01	
		02	p-aspirated			
		03	p-ejective			
		04	d		01	
		05	t-aspirated			
		06	t-ejective			
		07	j		01 02	
		08	c-aspirated		02	
		09	c-ejective		02	
		10	g-labialized		01	
		11	k-aspirated-labialized			
		12	k-ejective-labialized			
		13	q-voice		01	
		14	q-aspirated			
		15	q-ejective			
		16	q-voice-labialized		01	
		17	q-aspirated-labialized			
		18	q-ejective-labialized			
		19	d/z		01	
		20	t/s-aspirated			
		21	t/s-ejective			
		22	d/l		01	
		23	t/l-fricative-aspirated			
		24	t/l-fricative-ejective			
		25	s			
		26	c-fricative		02	
		27	x-labialized			
		28	x-uvular			
		29	x-uvular-labialized			
		30	m			
		31	m-preglottalized			
		32	m-syllabic		04	
		33	n			
		34	n-preglottalized			
		35	n-syllabic		04	
		36	l			
		37	l-preglottalized			
		38	l-syllabic		04	
		39	l-fricative			
		40	glottal stop			
		41	h			
		42	pharyngeal-voiceless		03	(limited)
		51	i		05	
				[e/yod]	60	
				[a/yod]	61	
		52	i-long		05	
				[e-long/yod]	60	
		53	schwa		06	
				[iota]	62	
				[upsilon]	62	
				[a-over-short]	63 64	
				*/a/		
		54	a			
				*[a-over-short]		
		55	o-open		07	(surface)
		56	ash		07	(surface)
		57	a-long			
		58	u		05	
				[o/w]	60	
		59	u-long		05	
				[o-long/w]	08 60	
		60	yod			
		61	yod-preglottalized			
		62	w			
		63	w-preglottalized			
735	Ojibwa	01	p		01 30	
				[b]	60	(free)
		02	p-tense-long		02 03 31	
		03	t		01 04 30	
				[d]	60	(free)
		04	t-tense-long		02 03 04 31	
		05	k		01 05 30	
				[g]	60	(free)
				[k-palatalized]	61	
				[k-labialized]	62	
		06	k-tense-long		02 03 05 31	
				[k-tense-long-palatalized]	61	
				[k-tense-long-labialized]	62	
		07	t/s-hacek		01 30	
				[d/z-hacek]	60	(free)
		08	t/s-hacek-tense-long		02 03 06 31	
		09	s		01 07 08 30	
				[z]	60	(free)
		10	s-tense-long		03 07 31	
		11	s-hacek		01 30	
				[z-hacek]	60	(free)
				[s-hacek-palatalized]	78	(free)
		12	s-hacek-tense-long		03 31	
				[s-hacek-tense-long-palatalized]	78	
		13	m			
				[m-syllabic]	63	(free)
				[m-voiceless]	64	(free)
		14	n		04 32	
				[n-syllabic]	63	(free)
				[n-voiceless]	64	(free)
		15	l		33	(loan)
		16	glottal stop		34	
				[h-voice]	66	(free)
		51	iota			
				*[schwa-over-short]		
				*[schwa-voiceless-over-short]		
				*[upsilon-over-short]		
				*[upsilon-voiceless-over-short]		
				[iota-nasalized-weak]	67	
				[yod]	68	
				[iota-nasalized]	69	
				[epsilon]	70	
				*/a/		
		54	i-long			
				[i-long-nasalized-weak]	67	
		55	i-long-nasalized		71	
		56	epsilon-long			
				[ash-long]		(free)
				[epsilon-long-nasalized-weak]	67	
		57	epsilon-long-nasalized		71	
		58	a			
				*[epsilon]		
				*[upsilon-over-short]		
				*[upsilon-voiceless-over-short]		
				[a-nasalized-weak]	67	
				[caret]	72	(allo,free)
				*/upsilon/		
				[a-nasalized]	69	
				[schwa-over-short]	09 73	(allo,neutral)
				*/i/		
				[schwa-voiceless-over-short]	74	(free)
				*/i/		
		62	a-long			
				[alpha-long]	75	
				[a-long-nasalized-weak]	67	
		63	a-long-nasalized		71	
		64	upsilon		10	
				*[caret]		
				[upsilon-nasalized-weak]	67	
				[w]	68	
				[upsilon-nasalized]	69	
				[upsilon-over-short]	76	(allo,neutral)
				*/iota/		
				*/a/		
				[upsilon-voiceless-over-short]	74	(free)
				*/iota/		
				*/a/		
		67	o-long			
				[u-long]	77	(free)
				[o-long-nasalized-weak]	67	
		68	o-long-nasalized		71	
740	Delaware	01	p		01	
				[p-aspirated-weak]	60	
				[b]	03 61	
		02	p-long		05	
		03	t		01	
				[t-aspirated-weak]	60	
				[d]	03 61	
		04	t-long		05	
		05	k		01	
				[k-aspirated-weak]	60	
				[g]	03 61	
				[k-prevelar]	62	
		06	k-long		05	
		07	t/s-hacek		01 06	
				[d/z-hacek]	03 61	
				[t/s-hacek-aspirated-weak]	60	
		08	t/s-hacek-long		05 06	
		09	s			
				[z]	63	
				[s-long]	07 64	
				[z-half-voice-long]	08 65	
		10	s-hacek		06	
				[z-hacek]	63	
				[s-hacek-long]	07 64	
				[z-hacek-half-voice-long]	08 65	
		11	x			
				[x-long]	07 64	
		12	m			
		13	m-long		12	
		14	n			
				[eng]	68	
		15	n-long		12 13	
		16	l			
				[l-half-voice]	14 15 69	
		17	l-long		12 13	
		18	h			
		19	h-long			
		51	i			
		52	i-long			
		53	epsilon			
		54	ash-long			
		55	schwa			
		56	schwa-long-nasalized			
		57	a			
		58	a-long			
		59	u			
		60	u-long			
		61	o-open			
		62	o-open-long			
		63	yod		17	
		64	w		17	
				[w-voiceless]	18 70	
				[w-half-voice]	71	
		65	w-long		12 17	
		66	i-long-nasalized		30	
		67	ash-long-nasalized		30	
		68	a-long-nasalized		30	
		69	u-long-nasalized		30	
		70	o-open-long-nasalized		30	
745	Wichita	01	t			
				[t-long]	60	
		02	k			
				[k-palatalized]	61	
		03	k-labialized		01	
		04	t/s		02	
				[t/s-long]	03 62	(free)
		05	t-long/s		03 30 31	
		06	s		04	
				*[s-long]		
				[z-half-voice]	63	(free)
		07	s-long		30 31 64	(tag(-),allo)
				*/s/		
		08	n		32	
				[r-flap]	06 65	
				[r-flap-voiceless]	07 66	
		09	n-long		32	
		11	glottal stop		33	
		12	h-voice		34	
				[h]	67	
		13	t-aspirated			
		14	k-aspirated			
		15	k-ejective			
		16	k-aspirated-labialized			
		17	t/s-retroflex-aspirated		09	
		18	t/s-ejective		35	
		19	s-glottalized			
		20	r-flap-glottalized			
		51	i		37	
				[i-bar]	68	(allo,free)
				[e]	68	(allo,free)
		52	e-long			
				[i-long]	69	
		53	epsilon		38	
				[o-open-trema]	70	(free)
		54	epsilon-long			
				[ash-long]	71	(free)
		55	u		38 39	
				[o]	72	(allo,free)
		56	o-long		10	
				[u-long]	73	
		57	alpha			
				[alpha-unrounded]	74	(free)
				[o-open]	75	
		58	alpha-long			
				[alpha-unrounded-long]	74	(free)
				[o-open-long]	75	
		59	yod		42	(transitional)
		60	w			
				[w-voiceless]	76	(allo,free)
750	Dakota	01	p			
				[p-unreleased]	60	
		02	p-aspirated		03	
		03	p-ejective		03	
		04	t			
				[t-unreleased]	60	
		05	t-aspirated		03	
		06	t-ejective		03	
		07	k			
				[k-unreleased]	60	
		08	k-aspirated		03	
		09	k-ejective		02 03	
		10	t/s-hacek		04	
		11	t/s-hacek-aspirated		03 04	
		12	t/s-hacek-ejective		03 04	
		13	s		06	
		14	s-ejective		05	
		15	z		06	
		16	s-hacek		06	
		17	s-hacek-ejective		05	
		18	z-hacek		06	
		19	x		06	
		20	x-ejective		05	
		21	gamma		06	
				[g]	09 61	
		22	m			
				[b]	08 62	
				[m-voiceless]	63	
				[w-nasalized]	63	
		23	n			
				[l]	09 62	
		24	glottal stop		07 13	(transitional)
		25	h			
		51	i			
		52	i-nasalized		10	
		53	e-mid			
				[epsilon]	64	
		54	schwa-over-short		12	(transitional)
		55	a			
		56	a-nasalized		10	
		57	u			
		58	u-nasalized		10	
		59	o			
		60	w		13	
		61	yod		13	
755	Seneca	01	b		30	(limited)
		02	t			
				[t-aspirated]	61	
				[d]	61	
		03	k			
				[k-aspirated]	61	
				[g]	61	
		04	d/z			
				[d/z-hacek]	01 62	(free)
		05	s-laminal			
				[s-laminal-lax]	63	
				[s-hacek]	01 64	(allo,free)
		06	m		30	(limited)
		07	n		33	
		08	glottal stop			
		09	h			
		51	i			
		52	i-long			
		53	e			
				[iota]	66	
		54	e-long			
		55	epsilon-nasalized		04	
		56	epsilon-long-nasalized		04	
		57	ash			
		58	ash-long			
		59	a			
				[epsilon-dot]	05 67	
				[a-nasalized]	68	
		60	a-long			
		61	u		06 32	(limited)
		62	u-long		06 32	(limited)
		63	o-mid		06	
				[upsilon]	66	
		64	o-mid-long		06	
		65	o-open-nasalized		04 06	
		66	o-open-long-nasalized		04 06	
		67	yod			
				[j-fricative]	69	(free)
				[c-fricative]	07 70	
		68	w		06	
760	Oneida	01	t			
				[d]	60	(allo,free)
				[t-tense]	61	
				[t-unreleased-tense]	61	
		02	k			
				[g]	60	(allo,free)
				[k-tense]	61	
				[k-unreleased-tense]	61	
		03	t/s-hacek		30	
				[d/z-hacek]	65	(allo,free)
		04	s			
				[z]	66	(allo,free)
				[s-tense]	67	
				[s-hacek-tense]	67	
		05	n			
				[n-voiceless]	69	
				[n-half-voice]	70	
		06	l			
				[l-voiceless]	69	
				[l-half-voice]	70	
		07	glottal stop			
		08	h			
				[h-voice]	71	
		51	i			
				[i-voiceless]	72	
		52	i-long		01 31	(surface)
		53	e-mid			
				[e-mid-voiceless]	72	
		54	e-mid-long		01 31	(surface)
		55	schwa-nasalized			
				[schwa-voiceless-nasalized]	72	
		56	schwa-long-nasalized		01 31	(surface)
		57	a			
				[a-voiceless]	72	
		58	a-long		01 31	(surface)
		59	i-trema-nasalized		02	
				[i-trema-voiceless-nasalized]	72	
		60	i-trema-long-nasalized		01 02 31	(surface)
		61	e-mid-trema		02	
				[e-mid-trema-voiceless]	72	
		62	e-mid-trema-long		01 02 31	(surface)
		63	yod			
				[yod-voiceless]	69	
				[yod-half-voice]	70	
		64	yod-trema		02	
				[yod-trema-voiceless]	69	
				[phi]	03 73	(free)
				[yod-trema-half-voice]	70	
				[beta-half-voice]	04 74	(free)
				[f]	75	(free)
				[v-half-voice]	76	(free)
765	Yuchi	01	p		01	
				[p-preaspirated]	60	
		02	p-aspirated			
		03	b			
				[p-lax]	61	(free)
		04	p-ejective		30	
				[b-postglottalized]	62	(free)
		05	t		01 02	
				[t-preaspirated]	60	
		06	t-aspirated		02	
		07	d		02	
				[t-lax]	61	(free)
		08	t-ejective		02 30	
				[d-postglottalized]	62	(free)
		09	k		01	
				[k-preaspirated]	60	
		10	k-aspirated			
		11	g			
				[k-lax]	61	(free)
		12	k-ejective		30	
				[g-postglottalized]	62	(free)
		13	glottal stop			
		14	t/s		01 02	
				[t/s-preaspirated]	60	
		15	t/s-aspirated		02	
		16	d/z		02	
				[t/s-lax]	61	(free)
		17	t/s-ejective		02 30	
				[d/z-postglottalized]	62	(free)
		18	t/s-hacek		01	
				[t/s-hacek-preaspirated]	60	
		19	t/s-hacek-aspirated			
		20	d/z-hacek			
				[t/s-hacek-lax]	61	(free)
		21	t/s-hacek-ejective		30	
				[d/z-hacek-postglottalized]	62	(free)
		22	phi			
		23	phi-ejective		30	
		24	s		02 03	
		25	s-ejective		02 03 30	
		26	l-fricative		02	
		27	l-fricative-ejective		02 30	
		28	s-hacek		03	
		29	s-hacek-ejective		03 30	
		30	h			
		32	n		02 04 05 31	
				[m]	04 31	(allo,neutral)
				[n-palatal]	04 31	(allo,neutral)
				[eng]	04 31	(allo,neutral)
		33	n-preglottalized		02 05	
		36	l		02 05	
		37	l-preglottalized		02 05	
		51	i			
		52	iota-nasalized		32 33	(surface)
		53	i-long		35	(surface)
		54	iota-long-nasalized		32 33	(surface)
		55	e			
				[e-mid]	63	
		56	e-mid-nasalized		36	
				[epsilon-nasalized]	07 64	(free)
				[e-nasalized]	65	
		57	e-long			(surface)
				[e-mid-long]	35 63	
		58	e-mid-long-nasalized		35	(surface)
				[epsilon-long-nasalized]	07 35 66	(free)
				[e-long-nasalized]	35 65	
		59	ash			
		60	ash-nasalized		33 36 38	(surface)
		61	ash-long		35	(surface)
		62	ash-long-nasalized		33 35	(surface)
		63	a			
		64	a-nasalized		08 32 33	(surface)
		65	a-long			(surface)
		66	a-long-nasalized		09 32 33	(surface)
		67	u			
				[i-trema]	10	(free)
		68	upsilon-nasalized		11 32 33	(surface)
				[iota-trema-nasalized]	10	(free)
		69	u-long			(surface)
				[i-trema-long]	10	(free)
		70	upsilon-long-nasalized		11 32 33 35	(surface)
				[iota-trema-long-nasalized]	10	(free)
		71	o			
				[e-trema]	10	(free)
				[o-mid]	63	
				[e-mid-trema]	10 63	(free)
		72	o-mid-nasalized			
				[e-mid-trema-nasalized]	10	(free)
				[o-open-nasalized]	07 64	(free)
				[caret-nasalized]	10 64	(free)
				[o-nasalized]	65	
				[e-trema-nasalized]	10 65	(free)
		73	o-long			(surface)
				[e-trema-long]	10	(free)
				[o-mid-long]	35 63	
				[e-mid-trema-long]	10 63	(free)
		74	o-mid-long-nasalized			(surface)
				[e-mid-trema-long-nasalized]	10	(free)
				[o-open-long-nasalized]	07 64	(free)
				[caret-long-nasalized]	10 64	(free)
				[o-long-nasalized]	65	
				[e-trema-long-nasalized]	10 65	(free)
		75	omega		12 39	(surface)
				[ash-trema]	10	(free)
		76	omega-long		12 39	(surface)
				[ash-trema-long]	10	(free)
		77	w		05	
		78	w-preglottalized		05	
		79	yod		05	
		80	yod-preglottalized		05	
770	Alabama	01	p		01	
				[p-unreleased]	60	
		02	b		30	
		03	t-dental		01	
				[t-dental-unreleased]	60	
				[t-unreleased]	60 62	
		04	k		01 02	
				[k-unreleased]	60	
				[g-unreleased]	63	
				[g]	64	
		05	t/s-hacek		01 31	
				[d/z-hacek]	65	(free)
		06	phi			
		07	s		03 04	
		08	m		05	
		09	n		06	
				[n-palatal]	67	
				[eng]	68	
				[n-long]	70	
				[n-voiceless-long]	70 71	(free)
		10	l		06	
		11	l-fricative		06 07 32	
				[t/l-fricative]	73	(free)
		12	h		08	
		13	glottal stop		33	(transitional)
		51	iota		10	
				[i]	74	(allo,free)
				[iota-voiceless]	75	(free)
				[iota-nasalized]	76	(allo,free)
		52	e-long			
				[e-half-voice-long]	77	
				[e-long-nasalized]	76	(allo,free)
		53	a			
				[a-nasalized]	76	(allo,free)
		54	a-long			
				[a-half-voice-long]	77	
				[a-long-nasalized]	76	(allo,free)
		55	o			
				[upsilon]		(free)
				[o-nasalized]	76	(allo,free)
		56	o-long			
				[o-half-voice-long]	77	
				[o-long-nasalized]	76	(allo,free)
		57	yod		36	
		58	w		37	
775	Tunica	01	p-aspirated		01	
				[p]	60	
		02	b		30	(limited,loan)
		03	t-aspirated		01	
				[t]	60	
		04	d		30	(limited,loan)
		05	k-aspirated		01	
				[k]	60	
		06	g		30	(limited,loan)
		08	t/s-hacek-aspirated		01 02	
				[t/s-hacek]	60	
		09	f		31	(limited)
		10	s-laminal		05	
		11	s-hacek		02 05	
		13	m			
		14	n			
				[n-voiceless]	61	
		15	l			
				[l-voiceless]	61	
		16	r-trill			
				[r-trill-voiceless]	61	
		17	glottal stop		08 32	
		18	h		09	
				[x]		(free)
		51	i		10	
				[i-nasalized]	62	
		52	e		11 33	
				[e-nasalized]	62	
		53	epsilon		12 33	
				[epsilon-nasalized]	62	
		54	a		13	
				[a-nasalized]	62	
		55	u		10 14	
				[u-voiceless]	63	
