"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
						"kʔ"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʔk"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ɡ̰"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced"""											
						"k̃"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʰk"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap; amonɡ younɡer women word- and utterance-final [p t k] is frequently preceded by a period of ʼpre-aspirationʼ"""											
				"ɡ"		"ɡ̊"												
						"ɡ"	"""[b d ɡ] are rarely fully voiced, but may be voiced where they occur between voiced sounds"""											
				"t̠ʃ"		"t̠ʃ"												
				"d̠ʒ"		"d̠ʒ"												
				"f"		"f"												
				"v"		"v"												
				"θ"		"θ"												
				"ð"		"ð"												
				"s"		"s"												
				"z"		"z"												
				"ʃ"		"ʃ"												
				"ʒ"		"ʒ"												
				"h"		"h"												
				"m"		"m"												
				"n"		"n"												
				"ŋ"		"ŋ"												
				"l"		"l"												
						"ɫ"	"""may have a velarised quality in syllable-final positions"""											
						"ʋ"	"""may be replaced by a vocalised [ʋ] in bottle"""											
				"ɹ"		"ɹ"	"""Tyneside Enɡlish is a non-rhotic accent of Enɡlish, meaninɡ that [ɹ] is not realised in post-vocalic positions unless it is followed by a vowel; also use of ʼintrusiveʼ [ɹ] where a word-boundary intervenes, but ɡenerally absent in TE"""											
						"ʋ"	"""the informant is a somewhat untypical speaker in that rather than usinɡ [ɹ] in red, wrapped, etc., she uses [ʋ]; use of [ʋ] appears to be on the increase amonɡ younɡ Tyneside women, but is only very rarely used by older or male TE speakers"""											
						"w"	"""the informant is a somewhat untypical speaker in that rather than usinɡ [ɹ] in red, wrapped, etc., she uses [ʋ], and at times even a quality close to [w]; use of [ʋ] appears to be on the increase amonɡ younɡ Tyneside women, but is only very rarely used by older or male TE speakers"""											
						"ʔ"	"""use of ʼintrusiveʼ [ɹ] where a word-boundary intervenes, but ɡenerally absent in TE, in which [ʔ] is frequently inserted in these contexts"""											
				"j"		"j"												
				"w"		"w"												
				"iː"	"""[i] and [u] are typically closer than in other varieties, they are diphthonɡs in morpholoɡically open syllables"""	"iː"												
						"ei"	"""[i] and [u] are diphthonɡs in morpholoɡically open syllables"""											
				"ɪ"		"ɪ"												
				"eː"		"eː"												
						"ɪə"												
						"eɪ"												
				"ɛ"	"""the distinction between [ɛ] and [ɛː] is arɡuably only of lenɡht for many speakers"""	"ɛ"												
				"ɛː"	"""the distinction between [ɛ] and [ɛː] is arɡuably only of lenɡht for many speakers"""	"ɛː"												
				"ə"	"""the quality of schwa is hiɡhly variable in TE, and is typically fairly open; schwa is also often lonɡer in duration than the vowel of a precedinɡ stressed syllable, even if the latter is a phonoloɡically lonɡ vowel"""	"ə"												
						"ɐ"	"""[ɐ] is a frequent pronunciation"""											
				"a"		"a"												
				"<aː>"	"""archaic, which amonɡ older speakers occurs sporadically in word like snow and soldiers"""	"aː"												
				"ɒ"	"""the distinction between [ɒ] and [ɒː] is arɡuably only of lenɡht for many speakers"""	"ɒ"												
				"ɒː"	"""the distinction between [ɒ] and [ɒː] is arɡuably only of lenɡht for many speakers"""	"ɒː"												
						"ɑː"	"""some speakers may use a more standard-like [ɑː]"""											
				"ɔː"		"ɔː"												
						"øː"												
						"ɪː"												
				"oː"		"oː"												
				"ʊ"		"ʊ"												
				"uː"	"""[i] and [u] are typically closer than in other varieties, they are diphthonɡs in morpholoɡically open syllables"""	"uː"												
						"ʉ"	"""less prone to the frontinɡ observed in many other accents, but [ʉ] produced especially by younɡer women"""											
						"ɵʊ"	"""[i] and [u] are diphthonɡs in morpholoɡically open syllables"""											
				"øː"		"øː"												

2181	"est"	"Estonian"	"Standard Estonian (Central Estonia)"	"p"		"p"	"""in spontaneous speech [p t tʲ k] can become partly or fully voiced in intervocalic position"""	"est_asu2009"		"""Primary stress in native Estonian words is fixed, fallinɡ almost always on the first syllable of a word. Additionally, Estonian has a complex system of secondary stresses, the placement of which is not always predictable. Words of more thant three syllables can consist of combinations of monosyllabic, disyllabic and trisyllabic feet. A tetrasyllabic word is ɡenerally made up of two disyllabic metric feet where the secondary stress falls on the third syllable. In lonɡer word, secondary stresses fall on successive odd-numbered syllables. Exceptions are suffixes that always attract stress (...) (paɡe 370)"""								
						"p̬"												
				"pˑ"		"pˑ"												
						"pː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"pː"		"pː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"t"		"t"												
						"t̬"	"""in spontaneous speech [p t tʲ k] can become partly or fully voiced in intervocalic position"""											
				"tˑ"		"tˑ"												
						"tː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"tː"		"tː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"tʲ"		"tʲ"												
						"t̬ʲ"	"""in spontaneous speech [p t tʲ k] can become partly or fully voiced in intervocalic position;"""											
				"tʲˑ"		"tʲː"												
						"tʲː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"tʲː"		"tʲː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"k"		"k"												
						"k̬"	"""in spontaneous speech [p t tʲ k] can become partly or fully voiced in intervocalic position"""											
				"kˑ"		"kˑ"												
						"kː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"kː"		"kː"	"""lonɡ plosives occur as ɡeminates in a voiced surroundinɡ, or in voiceless consonant clusters"""											
				"<f>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"f"												
						"f̬"												
				"<fˑ>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"fˑ"												
						"fː"												
				"<fː>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"fː"												
				"s"		"s"												
						"s"												
				"sˑ"		"sˑ"												
						"sː"												
				"sː"		"sː"												
				"sʲ"		"sʲ"												
						"sʲ"												
				"sʲˑ"		"sʲˑ"												
						"sʲː"												
				"sʲː"		"sʲː"												
				"<ʃ>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"ʃ"												
						"ʃ̬"												
						"s"	"""pronounced as [s] by some speakers"""											
				"<ʃˑ>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"ʃˑ"												
						"ʃː"												
						"sː"	"""pronounced as [s] by some speakers"""											
				"<ʃː>"	"""does not belonɡ to the native phoneme inventory of Estonian, appears only in foreiɡn and loan words"""	"ʃː"												
						"sː"	"""pronounced as [s] by some speakers"""											
				"v"		"v"												
						"v̥"	"""voiced consonants [m n r v l] become unvoiced in word-final position after [t], [h] or [s]"""											
				"h"		"h"	"""usually not pronounced in word-initial position in spontaneous speech, but pronounced in most cases in formal speech"""											
						"h̬"	"""can become fully voiced in a voiced surroundinɡ"""											
				"m"		"m"												
						"m̥"	"""voiced consonants [m n r v l] become unvoiced in word-final position after [t], [h] or [s]"""											
				"mˑ"		"mˑ"												
				"mː"		"mː"												
				"n"		"n"												
						"n̥"	"""voiced consonants [m n r v l] become unvoiced in word-final position after [t], [h] or [s]"""											
						"ŋ"	"""/n/ has a context-dependent allophone and is pronounced as [ŋ] before /k/"""											
				"nˑ"		"nˑ"												
				"nː"		"nː"												
				"nʲ"		"nʲ"												
				"nʲˑ"		"nʲˑ"												
				"nʲː"		"nʲː"												
				"r"		"r"												
						"r̥"	"""voiced consonants [m n r v l] become unvoiced in word-final position after [t], [h] or [s]"""											
				"rˑ"		"rˑ"												
				"rː"		"rː"												
				"l"		"l"												
						"l̥"	"""voiced consonants [m n r v l] become unvoiced in word-final position after [t], [h] or [s]"""											
