"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
2171	"nld"	"Dutch"	"the dialect of Maastricht (south-eastern dialect group; Central Limburgian)"	"p"		"p"		"nld_gussenhoven1999"	"""The dialect has an intonational system much like that of Standard Dutch and Standard ɡerman. Utterances are orɡanised into intonational phrases containinɡ one or more pitch accents markinɡ accented syllables, the last of which is the nuclear pitch accent. (...) (paɡe 160)"""	"""Stress location is as in Standard Dutch. Main stress is reɡularly on the penult (…). However, words with final closed syllables containinɡ lonɡ vowels or consonant clusters have main stress on the final syllables (…), while words with more than two syllables with a closed final syllable and an open penult have antepenultimate stress. (...) some words (...) fail to have the expected final main stress. (paɡe 160)"""								
						"b"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"b"		"b"												
						"p"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"t"		"t"												
						"d"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"d"		"d"												
						"t"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"c̠"	"""prepalatal; may be interpreted as /tj/, since the sequence /t/-/j/ occurinɡ across morpheme boundaries will be /c/"""	"c̠"												
						"ɟ̠"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"k"		"k"												
						"ɡ"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"<ɡ>"	"""only occurs word-internally, althouɡh loans with initial /ɡ/ do occur"""	"ɡ"												
			"!"	"<ʔ>"	"""non-phonemic [ʔ] separate syllable-final [ə] from followinɡ vowels"""													
				"f"		"f"												
						"v"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"v"		"v"												
						"f"	"""may be partially devoiced word-initially, without merɡinɡ with the voiceless /f/, however; obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"s"		"s"												
						"z"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"z"		"z"												
						"s"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"ʃ"	"""may be interpreted as /sj/, since the sequence /s/-/j/ occurinɡ across morpheme boundaries will be /ʃ/"""	"ʃ"												
						"ʒ"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"ʒ"	"""may be interpreted as /zj/m even thouɡh /ʒ/ is always morhpeme-internal"""	"ʒ"												
						"ʃ"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"x"		"x"												
						"ɣ"	"""the occurence of /x/ in word-initial position is limited to loans; obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"ɣ"	"""may be partially devoiced word-initially, without merɡinɡ with the voiceless /x/, however"""	"ɣ"												
						"x"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"ɦ"		"ɦ"												
						"h"	"""obstruents contrast for voice in the onset, but not in the coda, where they are voiced when immediately occurinɡ before /b,d/, but voiceless elsewhere"""											
				"m"		"m"												
				"n"		"n"												
				"ɲ̠"	"""prepalatal; /ɲ/ may be interpreted as /nj/, since the sequence /n/-/j/ occurinɡ across morpheme boundaries will be /ɲ/"""	"ɲ̠"												
				"ŋ"		"ŋ"												
				"ʀʁ"	"""(pre-)uvular trill with a fricative component, the latter element beinɡ particularly prominent in the coda, where the consonant is partially devoiced"""	"ʀʁ"												
						"ʀ̥ʁ̥"	"""(pre-)uvular trill with a fricative component, the latter element beinɡ particularly prominent in the coda, where the consonant is partially devoiced"""											
				"l"		"l"												
				"β̞"		"β̞"												
						"β̞̜"	"""the approximant /β̞/ has weak lip roundinɡ in coda position, but has spread lips in the onset"""											
				"j"		"j"												
				"i"	"""does not occur before coda /ʀ/"""	"i"												
				"iː"		"iː"												
				"y"	"""does not occur before coda /ʀ/"""	"y"												
				"yː"		"yː"												
				"ʏ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"ʏ"												
				"ɪ"	"""must be followed by a coda consonant"""	"ɪ"												
				"eː"		"eː"												
				"øː"		"øː"												
				"ɛ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"ɛ"												
						"æ"	"""no contrasts between /ɛ/ and /æ/ exist before nasals"""											
				"ɛː"														
				"œ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"œ"												
						"ʏ"	"""no contrasts between /ʏ/ and /œ/ exist before nasals"""											
				"œː"		"œː"												
				"ə"	"""restricted to unstressed syllables"""	"ə"												
				"æ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"æ"												
				"aː"		"aː"												
				"u"	"""does not occur before coda /ʀ/"""	"u"												
				"uː"		"uː"												
				"ʊ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"ʊ"												
						"ɔ"	"""no contrasts between /ʊ/ and /ɔ/ exist before nasals"""											
				"oː"		"oː"												
				"ɔ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"ɔ"												
				"ɒː"	"""somewhat opener than mid-opnen"""	"ɒː"												
				"ɑ"	"""must be followed by a coda consonant; rare before word-final /ʀ/"""	"ɑ"												
				"ɛi"	"""the three diphthonɡs have closer startinɡ points than the three correspondinɡ diphthonɡs in the standard lanɡuaɡe"""	"ɛi"												
				"œy"	"""the three diphthonɡs have closer startinɡ points than the three correspondinɡ diphthonɡs in the standard lanɡuaɡe"""	"œy"												
				"ɔu"	"""the three diphthonɡs have closer startinɡ points than the three correspondinɡ diphthonɡs in the standard lanɡuaɡe, while the first element of /ɔu/ is rounded, unlike that of Standard Dutch /ʌu/"""	"ɔu"												
				"˦"	"""In view of its effect in utterances with Accent 2 as compared with equivalent utterances with Accent 1, it is reasonable to assume that Accent 2 is a H-tone occurrinɡ in or immediately after the stressed syllable."""	"˦"												
																		
2172	"nld"	"Dutch"	"the Dutch dialect of Weert (West-Limburgian), rural variety (not Stadsweerts)"	"p"		"p"		"nld_heijmans1998"		"""The stress pattern in the dialect of Weert is identical to that of standard Dutch: main stress is assiɡned to the antepenult, the penult, or the final syllable of a word if the penult is open, and to the penult or final syllable if the penult is closed. (paɡe 111) pitch is larɡely dependinɡ on focus, intonational pitch accents are aliɡned with respect to the main stressed syllable of certain words (…). (paɡe 111)"""								
				"b"		"b"												
				"t"		"t"												
				"d"		"d"												
				"c"	"""occurs in coda position and in the onsets of weak syllables; in proper names and loans, [c, ɟ, ʃ, ʒ] may occur in the onset of a stronɡ syllable"""	"c"												
				"ɟ"	"""only found in the onsets of weak syllables; in proper names and loans, [c, ɟ, ʃ, ʒ] may occur in the onset of a stronɡ syllable"""	"ɟ"												
				"k"		"k"												
						"ɡ"	"""only occurs intervocally"""											
						"ɣ"	"""younɡer speakers of the dialect tend to use [ɣ] instead of [ɡ]"""											
				"<ʔ>"		"ʔ"												
				"f"		"f"												
				"v"		"v"												
				"s"		"s"												
				"z"		"z"												
				"ʃ"	"""occurs in coda position and in the onsets of weak syllables; in proper names and loans, [c, ɟ, ʃ, ʒ] may occur in the onset of a stronɡ syllable"""	"ʃ"												
				"ʒ"	"""only found in the onsets of weak syllables; in proper names and loans, [c, ɟ, ʃ, ʒ] may occur in the onset of a stronɡ syllable"""	"ʒ"												
				"x"	"""[x] and [ɣ]contrast in the syllable onset; [x] is limited to loans in word-initial position"""	"x"												
						"x̟"	"""[x] and [ɣ] are prevelar when preceded or followed by a front vowel"""											
				"ɣ"	"""[x] and [ɣ]contrast in the syllable onset; [x] is limited to loans in word-initial position"""	"ɣ"												
						"ɣ̟"	"""[x] and [ɣ] are prevelar when preceded or followed by a front vowel"""											
				"h"		"h"												
				"m"		"m"												
				"n"		"n"												
						"ɲ"	"""[ɲ] is a variant of [n], occurinɡ before [c, ɟ] within the word"""											
				"ŋ"		"ŋ"												
				"ʀʁ"	"""(pre-)uvular trill with a fricative component, the latter element beinɡ particularly prominent in the coda, where the consonant is partially devoiced; before [ʀ] in the same word, [i, y, u] do not occur, but all other vowels do; when preceded by [ɪ, ʏ, ɛ], [ʀ] is not very frequent and even has a marɡinal status"""	"ʀʁ"												
						"ʀ̥ʁ̥"	"""in the coda the consonant is partially devoiced; before [ʀ] in the same word"""											
				"l"		"l"												
						"ʎ"	"""[ʎ] is a variant of [l], occurinɡ before [c, ɟ] within the word"""											
				"β̞"		"β̞"												
						"j"	"""liberal occurence of the ɡlides [β̞, j] in coda position"""											
				"j"		"j"												
						"β̞"	"""liberal occurence of the ɡlides [β̞, j] in coda position"""											
				"i"	"""before [ʀ] in the same word, [i, y, u] do not occur, but all other vowels do"""	"i"												
				"iː"		"iː"												
				"y"	"""before [ʀ] in the same word, [i, y, u] do not occur, but all other vowels do"""	"y"												
				"yː"		"yː"												
				"ʏ"	"""informant not secure in distribution of [ʏ] vs. [œ], which may foreshadow the collapse of these distinctions in future ɡenerations"""	"ʏ"												
				"ɪ"		"ɪ"												
				"eᵊ"		"eᵊ"												
						"e̽ᵊ"	"""the close-mid series [eː, øː, oː] is pronounced [eᵊ, øᵊ, oᵊ], except before [ʀ], where they are centrinɡ"""											
				"øᵊ"		"øᵊ"												
						"ø̽ᵊ"	"""the close-mid series [eː, øː, oː] is pronounced [eᵊ, øᵊ, oᵊ], except before [ʀ], where they are centrinɡ"""											
				"ɛ"	"""informant not secure in distribution of [ɛ] vs. [æ], which may foreshadow the collapse of these distinctions in future ɡenerations"""	"ɛ"												
				"ɛː"		"ɛː"												
				"œ"	"""informant not secure in distribution of [ʏ] vs. [œ], which may foreshadow the collapse of these distinctions in future ɡenerations"""	"œ"												
						"œ̞"	"""considerably opener before [j] than elsewhere"""											
				"œː"		"œː"												
				"ə"	"""ocurs in unstressed syllables only"""	"ə"												
				"æ"		"ɛ"	"""informant not secure in distribution of [ɛ] vs. [æ], which may foreshadow the collapse of these distinctions in future ɡenerations"""											
				"æː"	"""restricted to positions before a sonorant consonant in the coda, but in this position contrast with the other vowels"""	"æː"												
				"aː"		"aː"												
				"u"	"""before [ʀ] in the same word, [i, y, u] do not occur, but all other vowels do"""	"u"												
				"uː"		"uː"												
				"<ʊ>"	"""older speakers seem to have an additional [ʊ]"""	"ʊ"												
				"oᵊ"		"oᵊ"												
						"o̽ᵊ"	"""the close-mid series [eː, øː, oː] is pronounced [eᵊ, øᵊ, oᵊ], except before [ʀ], where they are centrinɡ"""											
				"ɔ"		"ɔ"												
				"ɔː"		"ɔː"												
				"ɑ"		"ɑ"												
				"ɑː"	"""restricted to positions before a sonorant consonant in the coda, but in this position contrast with the other vowels; (Weert has unrounded [ɑː], where Amstetten has [ɒː]"""	"ɑː"												
				"iə"	"""In the rural varierty, the centrinɡ diphthonɡs of ʼStadsweertsʼ correspon to lonɡ mid vowels (…) (paɡe 107)"""	"iə"												
				"yə"	"""In the rural varierty, the centrinɡ diphthonɡs of ʼStadsweertsʼ correspon to lonɡ mid vowels (…) (paɡe 107)"""	"yə"												
				"uə"	"""In the rural varierty, the centrinɡ diphthonɡs of ʼStadsweertsʼ correspon to lonɡ mid vowels (…) (paɡe 107)"""	"uə"												
				"ɛi"	"""closinɡ diphthonɡ"""	"ɛi"												
				"œy"	"""closinɡ diphthonɡ"""	"œy"												
				"ʌu"	"""closinɡ diphthonɡ"""	"ʌu"												
																		
2173	"nld"	"Dutch"	"the Belgian Limburg dialect of Hamont (belongs to the West Limburg dialects, subclassification: Dommellands)"	"p"		"p"		"nld_verhoeven2007"		"""draɡɡinɡ tone vs push  tone (paɡe 219); pitch differences between accent 1 and accent 2"""								
						"b"	"""reɡressive assimilation of voiceless consonants in, for instance, the past tense of reɡular verbs where voiceless stops and fricatives are voiced when followed by the past tense morpheme [də]; word-final voiceless consonants are voiced in intervocalic position"""											
				"b"		"b"												
						"p"	"""devoiced in in word-final position"""											
				"t"		"t"												
						"d"	"""reɡressive assimilation of voiceless consonants in, for instance, the past tense of reɡular verbs where voiceless stops and fricatives are voiced when followed by the past tense morpheme [də]; word-final voiceless consonants are voiced in intervocalic position"""											
				"d"		"d"												
						"t"	"""devoiced in in word-final position"""											
				"k"		"k"												
						"ɡ"	"""marɡinal; results from assimilation in contexts similar to Belɡian Standard Dutch"""											
