"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Notes"	"Allophones"	"AllophoneNotes"	"FileNames"
			"ɛ"				
			"ø"				
			"ʉ"		"[ü]"	"Infrequent free variation"	
			"ə"				
			"a"				
			"u"				
			"o"				
			"ɔ"				
			"ɑ"				
			"p"		"[b]"	"Word initially and after a nasal (not clear from the context given)"	
			"pʷ"				
			"pʲ"				
			"m"		"[ŋ]"	"""In front of velar consonants in word pre-initial syllable position"""	
					"[n]"	"""In front of alveolar consonants in word pre-initial syllable position"""	
					"[m]"	"""In front of labial consonants in word pre-initial syllable position"""	
			"mʷ"				
			"mʲ"				
			"w"				
			"wʲ"				
			"pf"		"[pf]"	"""Occurs at word initial position in front of high vowels"""	
					"[pfʷ]"	"""Occurs at word initial positoin but exclusively in front of low vowels"""	
			"f"		"[f]"	"""Occurs at word initial and middle positions in front of ny other vowel than /ə/"""	
					"[fʷ]"	"""Occurs at word initial position in front of /ə/"""	
			"fʲ"				
			"t"		"[t]"	"""Occurs at word initial and middle position in front of all vowels except /ʉ/ and also at word final position"""	
					"[tʰ]"	"""Occurs exclusively at word initial position in front of /ʉ/"""	
			"tʲ"				
			"tʷ"				
			"ts"				
			"n"		"[ŋ]"	"""In front of velar consonants in word pre-initial syllable position"""	
					"[n]"	"""In front of alveolar consonants in word pre-initial syllable position"""	
					"[m]"	"""In front of labial consonants in word pre-initial syllable position"""	
			"nʷ"				
			"s"				
			"sʷ"				
			"sʲ"				
			"z"		"[dz]"	"Word initially and after a nasal (not clear from the context given)"	
			"zʲ"				
			"l"		"[d]"	"Word initially and after a nasal (not clear from the context given)"	
			"lʷ"				
			"ʃ"				
			"ʃʷ"				
			"ʒ"				
			"ʒʷ"				
			"ɲ"				
			"t̠ʃ"		"[d̠ʒ]"	"Word initially and after a nasal (not clear from the context given)"	
			"t̠ʃʷ"				
			"ʎ"				
			"j"				
			"k"		"[k]"	"""Occurs at word initial and middle position after vowels different from /ø/"""	
					"[kʰ]"	"""Occurs exclusively at intervocalic position after /ø/"""	
					"[ʔ]"	"""Appears exclusively at word final position"""	
			"kʲ"				
			"kʷ"				
			"ŋ"		"[ŋ]"	"""In front of velar consonants in word pre-initial syllable position"""	
					"[n]"	"""In front of alveolar consonants in word pre-initial syllable position"""	
					"[m]"	"""In front of labial consonants in word pre-initial syllable position"""	
			"ŋʷ"				
			"ɣ"		"[ɣ]"	"""Occurs at word initial and middle positions in front of vowels other than /ə/"""	
					"[ɣʷ]"	"""Occurs exclusively at word initial in front of /ə/"""	
					"[ɡ]"	"Word initially and after a nasal (not clear from the context given)"	
							
							
"nmm"	"Manange"		"p"				"nmm_hildebrandt2004.pdf"
			"pʰ"		"[ɸ]"	"""For some speakers, in free variation when in word-initial position"""	
			"t̪"				
			"t̪ʰ"				
			"ʈ"				
			"ʈʰ"				
			"k"		"[k]"		
					"[k̚]"	"""In coda position or in word-final position"""	
					"[x]"	"""In coda position or in word-final position"""	
					"[q]"	"""When appears as a single onset in word-medial position and is adjacent to the back vowel /o/"""	
			"kʰ"				
			"ʔ"				
			"pʰʷ"				
			"pʷ"				
			"kʰʷ"				
			"kʷ"				
			"s"		"[z]"	"""Occurs word medially when following a nasal segment"""	
			"ʂ"				
			"ʃ"				
			"h"				
			"ts"				
			"tsʰ"				
			"t̠ʃ"				
			"t̠ʃʰ"				
			"ɾ"		"[ʐ]"	"""When in word-initial position"""	
					"[ɾ̥]"	"not clear that this is an allophone; ""there is slight devoicing…when it follows a voiceless aspirated obstruent"""	
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"mʷ"				
			"ŋʷ"				
			"l"				
			"j"				
			"i"		"[ɪ]"	"""In closed syllables"""	
					"[iː]"	"""In open-syllables"""	
			"e"		"[ɛ]"	"""In closed syllables"""	
					"[eː]"	"""In open-syllables"""	
			"a"		"[aː]"	"""In open-syllables"""	
			"u"		"[uː]"	"""In open-syllables"""	
			"o"		"[ɤ]"	"""In some words where it occurs word-finally"""	
					"[oː]"	"""In open-syllables"""	
			"ʌ"				
			"ĩ"				
			"ẽ"				
			"ã"				
			"ũ"				
			"˩˥"				
			"˥˩"				
			"˧"				
			"˧˦"				
			"˨"				
							
							
"nge"	"Ngemba"	"Mankon"	"i"				"nge_swiri1998.pdf"
			"ɨ"				
			"u"				
			"e"				
			"ə"				
			"o"				
			"ɛ"				
			"ɔ"				
			"a"				
			"b"				
			"t"				
			"d"				
			"k"				
			"ɡ"				
			"ʔ"				
			"kʷ"				
			"ɡʷ"				
			"f"				
			"s"				
			"ʃ"				
			"v"				
			"z"				
			"ʒ"				
			"ɣ"				
			"ts"				
			"t̠ʃ"				
			"dz"				
			"d̠ʒ"				
			"m"				
			"n"				
			"ŋ"				
			"ŋʷ"	"The grammar is a bit self-contradictory on this one."			
			"mb"				
			"nd"				
			"l"				
			"r"				
			"w"				
			"j"				
			"˦"				
			"˨"				
							
							
"mec"	"Mara"		"i"				"mec_heath1981.pdf"
			"u"				
			"a"				
			"<e>"	"marginal"			
			"<o>"	"marginal"			
			"b"		"[b̃]"	"""At the end of noun stems before all zero noncase suffixes"""	
			"m"				
			"d̪"	"interdental; only prevocalically"			
			"n̪"	"interdental; only prevocalically"			
			"l̪"	"interdental; only prevocalically"			
			"d"		"[d̃]"	"""At the end of noun stems before all zero noncase suffixes"""	
			"n"				
			"l"				
			"ɾ"				
			"ɖ"		"[ɖ̃]"	"""At the end of noun stems before all zero noncase suffixes"""	
			"ɳ"				
			"ɭ"				
			"ɽ"				
			"ɟ"				
			"ɲ"				
			"j"				
			"ɡ"		"[ɡ̃]"	"""At the end of noun stems before all zero noncase suffixes"""	
			"ŋ"		"[ɡ]"	"""under certain conditions when followed by a nasal"""	
			"w"				
							
							
"ayz"	"Maybrat"		"i"		"[i]"		"ayz_dol1999.pdf"
					"[ɪ]"	"""When followed by a velar consonant /k/, optionally"""	
					"[j]"	"""In word-final position following a vowel, optionally"""	
					"[iː]"	"""In monosyllabic words that receive stress in connected speech"""	
			"e"		"[e]"	"""In open syllables"""	
					"[ɛ]"	"""In closed syllables, except when closed by a non-phonemic [ʔ]"""	
					"[eː]"	"""In monosyllabic words that receive stress in connected speech"""	
			"a"		"[a]"		
					"[ɑ]"	"""When directly followed by /x/. Also, in free variation in closed syllables, except when closed by a non-phonemic [ʔ]"""	
					"[aː]"	"""In monosyllabic words that receive stress in connected speech"""	
			"o"		"[o]"	"""In open syllables, and optionally in monosyllabic words ending in [m]"""	
					"[ɔ]"	"""In closed syllables, or when preceded by a high vowel"""	
					"[ɒ]"	"""In free variation with [ɔ] when directly preceded by /u/ and followed by a velar consonant"""	
					"[ʌ]"	"""In free variation with [ɔ] when directly preceded by /u/ and followed by /t/"""	
					"[oː]"	"""In monosyllabic words that receive stress in connected speech"""	
			"u"		"[u]"		
					"[y]"	"""In free variation with [u] before a rounded vowel"""	
					"[w]"	"""In word-final position following a vowel, optionally"""	
					"[uː]"	"""In monosyllabic words that receive stress in connected speech"""	
			"p"		"[b]"	"""Varies freely"""	
			"t"		"[tʰ]"	"""Varies freely in word-final position"""	
					"[t̚]"	"""Varies freely in word-final position"""	
			"k"		"[ɡ]"	"""Varies freely with [k] intervocalically"""	
					"[k̚]"	"""Varies freely with [k] in word-final position"""	
			"m"		"[m]"		
					"[ŋ]"		
			"n"				
			"f"		"[ɸ]"	"""Varies freely"""	
			"s"				
			"x"		"[ɣ]"	"""Varies freely"""	
			"r"		"[ɾ]"	"""Varies freely, except word-initially"""	
			"w"				
			"j"				
							
"gmm"	"Mbodomo; Mbódɔ̀mɔ́"		"p"				"gmm_boyd1997.pdf"
			"t"				
			"k"		"[χ]"	"""In the syllable coda"""	
					"[ʁ]"	"""In the verb, when the past tense suffix -ɑ is added]"	
			"kp"	"""occur rarely intervocalically"""			
			"b"				
			"d"				
			"ɡ"		"[ʁ]"	"""In non-verb words, occurs only intervocalically within a morpheme"""	
			"ɡb"	"""occur rarely intervocalically"""			
			"ɓ"				
			"ɗ"				
			"mb"	"""prenasalized consonants are limited…to syllable onset positions"""			
			"nd"	"""prenasalized consonants are limited…to syllable onset positions"""			
			"nz"	"""prenasalized consonants are limited…to syllable onset positions"""	"[dnz]"	"""[nz] and [ndz] seem to be in free variation. Among the people born in the village of Garoua Yaka where I lived for a year both pronunciations were common."" (Boyd 1997:17)"	
			"ŋɡ"	"""prenasalized consonants are limited…to syllable onset positions"""			
			"ŋmɡb"	"""prenasalized consonants are limited…to syllable onset positions"""			
			"f"				
			"s"				
			"v"	"marginal? ""occurs in only a few words and only word initially"""			
			"z"				
			"m"				
			"n"				
			"ɲ"	"""limited in its distribution…only in syllable onset positions…never found in syllable coda."""			
			"ŋ"				
			"l"		"[ɺ]"	"""In the presence of the high front vowel /i/"" becomes a retroflex lateral flap"	
			"r"	"""never found in word initial position""; No desciption as trill or flap"			
			"j"				
			"h"	"occurs ""only in word initial position"""			
			"w"				
			"i"		"[ĩ]"	"environment of a nasal consonant; not sure how progressive this is"	
					"[iə]"	"""The front vowels diphthongize in the presence of a back consonant in tautosyllabic environments"""	
			"e"		"[ẽ]"	"environment of a nasal consonant; not sure how progressive this is"	
			"ɛ"		"[ɛ̃]"	"environment of a nasal consonant; not sure how progressive this is"	
					"[ɛə]"	"""The front vowels diphthongize in the presence of a back consonant in tautosyllabic environments"""	
			"a"		"[ɑ]"	"""When followed by the phonemes /ŋ/ and /k/ in tautosyllabic environment"""	
					"[ã]"	"environment of a nasal consonant; not sure how progressive this is"	
			"u"		"[ũ]"	"environment of a nasal consonant; not sure how progressive this is"	
			"o"		"[õ]"	"environment of a nasal consonant; not sure how progressive this is"	
			"ɔ"		"[ɔ̃]"	"environment of a nasal consonant; not sure how progressive this is"	
			"˦"				
			"˨"				
							
"byv"	"Medumba"		"t̪"		"[t̪]"	"In initial position"	"byv_nganmou1991.pdf"
					"[tʲ]"	"Preceding the vowels ʉ and u"	
					"[ts]"	"Precedig the vowel i"	
			"ts"				
			"k"		"[ʔ]"	"In final position"	
					"[kʲ]"	"Before the vowels i and w"	
					"[kʷ]"	"Before the vowel u"	
					"[k]"		
			"b"				
			"d̪"		"[l]"	"In initial position and before all vowels except u and ʉ, and intervocalically"	
					"[d̪]"	"In initial position before the vowels u and ʉ, after the syllabic nasal, and in final position"	
					"[n]"	'"""Lorsque l''element d''emphase est precede d''un moneme se terminant par une nasale"""'	
			"ɡ"		"[ɣ]"	"In initial position and between two vowels"	
					"[ɡ]"	"After a nasal and in final position"	
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"f"				
			"s"		"[ʃ]"	"Preceding the vowels ʉ and u"	
					"[z]"	"Preceding the vowels ɔ, a, ɑ, and ə when preceded by the nasal syllabic"	
			"v"				
			"z"		"[dz]"	"Preceding ʉ and u"	
			"j"				
			"w"		"[w]"	"In initial position, not preceded by the syllabic nasal"	
					"[ɡʷ]"	"When preceded by the syllabic nasal"	
			"i"		"[j]"	"Preceding another vowel"	
			"e"		"[ɛ]"	"In closed sllables where the final consonant is either d or n"	
			"a"				
			"ʉ"				
			"ə"				
			"ɑ"				
			"u"		"[w]"	"Preceding another vowel"	
			"o"				
			"ɔ"				
							
							
"xmf"	"Mingrelian"	"Senak"	"i"				"xmf_harris1991.pdf"
			"ɛ"				
			"a"				
			"u"				
			"o"				
			"b"				
			"p"				
			"pʼ"				
			"m"				
			"d"				
			"t"				
			"tʼ"				
			"v"		"[w]"	"""In free variation"""	
			"ʒ"				
			"ts"				
			"tsʼ"				
			"z"				
			"s"				
			"n"				
			"r"				
			"j"				
			"d̠ʒ"				
			"t̠ʃ"				
			"t̠ʃʼ"				
			"dz"				
			"ʃ"				
			"l"				
			"ɡ"				
			"k"				
			"kʼ"				
			"ɣ"				
			"x"				
			"qʼ"				
			"ʔ"				
			"h"				
							
							
"bfm"	"Mmen"		"p"				"bfm_bangha2003.pdf"
			"b"				
			"t"				
			"d"				
			"k"				
			"ɡ"				
			"ʔ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"f"				
			"v"				
			"s"				
			"z"				
			"ʃ"				
			"ʒ"				
			"ɣ"				
			"pf"				
			"ts"				
			"t̠ʃ"				
			"bv"				
			"dz"				
			"d̠ʒ"				
			"l"				
			"j"				
			"w"				
			"i"				
			"ɨ"				
			"u"				
			"e"				
			"ə"				
			"o"				
			"ɛ"				
			"ɔ"				
			"a"				
			"˦"				
			"˧"				
			"˨"				
			"˩˥"				
			"˥˩"				
							
							
"mwt"	"Moken"		"p"				"mwt_veena1980.pdf"
			"t"				
			"c"				
			"k"				
			"ʔ"				
			"pʰ"				
			"tʰ"				
			"cʰ"				
			"kʰ"				
			"b"				
			"d"				
			"ɟ"				
			"ɡ"				
			"s"				
			"h"				
			"m"				
			"n"		"[l]"	"Freely varies initially in some words"	
			"ɲ"				
			"ŋ"				
			"w"				
			"l"		"[n]"	"Freely varies initially in some words"	
			"j"				
			"i"				
			"iː"				
			"ə"				
			"u"				
			"uː"				
			"e"		"[e]"	"Free variation"	
					"[ɛ]"	"Free variation"	
			"eː"				
			"a"				
			"aː"				
			"o"		"[o]"	"Free variation"	
					"[oː]"	"Free variation"	
					"[ɔ]"	"Free variation"	
							
							
"cas"	"Moseten"		"i"		"[i]"		"cas_sakel2004.pdf"
					"[ɪ]"	"""Only before fricatives and affricates"""	
			"iː"				
			"e"				
			"ə"				
			"o"		"[o]"		
					"[ɔ]"	"""When /o/ is followed by a fricative within the same syllable"""	
					"[u]"		
			"a"				
			"ĩ"				
			"ĩː"				
			"ẽ"				
			"ə̃"				
			"õ"		"[õ]"		
					"[ɔ̃]"		
					"[ũ]"		
			"ã"				
			"p"				
			"t"				
			"tʲ"				
			"k"				
			"ʔ"				
			"pʰ"				
			"kʰ"				
			"b"				
			"d"				
			"dʲ"				
			"f"				
			"s"				
			"ʃ"				
			"χ"	"text uses /h/ and lists it in the chart as a glottal fricative, but calls it an uvular fricative without specifying voicing"	"[χ]"	"""Exclusively occurs at the beginning of a syllable"""	
					"[x]"	"""Only appears at the end of a syllable"""	
			"ts"				
			"t̠ʃ"				
			"tsʰ"				
			"t̠ʃʰ"				
			"m"				
			"n"				
			"ɲ"				
			"r"		"[ɽ]"	"Freely varies"	
			"w"				
			"j"				
			"<ɡ>"	"Spanish loanwords"			
			"<l>"	"Spanish loanwords"			
							
"mgg"	"Mpumpun"	"Yokadouma"	"i"				"mgg_djiafeua1989.pdf"
			"e"				
			"ɛ"				
			"u"				
			"o"				
			"ɔ"				
			"a"				
			"pʰ"				
			"p"				
			"b"				
			"mb"				
			"m"				
			"f"				
			"v"				
			"tʰ"				
			"t̪"				
			"d"				
			"nd"				
			"n"				
			"s"				
			"z"				
			"l"				
			"cʰ"				
			"c"				
			"ɟ"				
			"ɲɟ"	"updated from nɟ"			
			"j"				
			"kʰ"				
			"kʰ"				
			"ɡ"				
			"ŋɡ"				
			"ŋ"				
			"kpʰ"				
			"kp"				
			"ɡb"				
			"ŋmɡb"	"updated from ŋɡb"			
			"w"				
			"˦"				
			"˨"				
							
							
"mhk"	"Mungaka"		"p"				"mhk_nahjella1997.pdf"
			"b"				
			"t"				
			"d"				
			"k"				
			"ɡ"				
			"ʔ"				
			"h"				
			"f"				
			"v"				
			"s"				
			"ts"				
			"dz"				
			"ɣ"				
			"m"				
			"n"				
			"ŋ"				
			"ɲ"				
			"l"				
			"w"				
			"j"				
			"i"				
			"e"				
			"ɛ"				
			"a"				
			"ə"				
			"o"				
			"ɔ"				
			"u"				
			"ʉ"	"?"			
			"˦"				
			"˧"				
			"˨"				
							
							
"nmg"	"Mvumbo"		"i"		"[i]"		"nmg_ngue2002.pdf"
					"[iː]"		
			"y"				
			"u"				
			"e"		"[ø]"		
					"[e]"		
			"ɛ"		"[ɛ]"		
					"[œ]"		
					"[ɛː]"		
			"a"		"[a]"		
					"[aː]"		
			"u"		"[u]"		
					"[uː]"		
			"o"		"[o]"		
					"[oː]"		
			"ɔ"				
			"p"				
			"t"				
			"pf"				
			"ts"				
			"f"				
			"s"				
			"t̠ʃ"				
			"k"		"[k]"	"Free variation"	
					"[x]"	"Free variation"	
					"[kʲ]"	"Free variation"	
			"b"		"[b]"	"Free variation"	
					"[ɓ]"	"Free variation"	
					"[β]"	"Intervocalically"	
			"d"		"[d]"	"Initially or before consonants"	
					"[r]"	"Intervocalically or in final position"	
			"bv"				
			"dz"				
			"v"				
			"z"				
			"d̠ʒ"				
			"b̃"				
			"d̃"		"[d̃]"	"Free variation"	
					"[dr̃]"	"Free variation"	
			"ṽ"				
			"z̃"				
			"m"		"[ṽ]"	"Free variation"	
					"[bṽ]"	"Free variation"	
			"n"				
			"ɥ"				
			"l"				
			"ɡ"		"[ɡ]"	"Initially and before semi-vowels"	
					"[ɣ]"	"Intervocalically and in final position"	
			"ɡ̃"				
			"ɲ"				
			"w"				
			"β"				
			"r"				
			"s"				
			"x"				
			"ŋ"				
			"k̃"		"[k̃]"	"Before semi-vowels"	
					"[kp̃]"	"Elsewhere"	
			"<ʔ>"				
			"<h>"				
			"ɡʷ"				
			"jʷ"				
			"pʷ"				
			"βʷ"				
			"kʷ"				
			"ʃʷ"				
			"k̃ʷ"				
			"ɡʷ"				
			"ɲʷ"				
			"b̃ʷ"				
			"pʲ"				
			"ɡʲ"				
			"kʲ"				
							
							
"mlv"	"Mwotlap"		"kpʷ"				"mlv_francois2001.pdf"
			"t"				
			"kpʷ"				
			"b̃"				
			"d̃"				
			"v"		"[β]"	"Free variation"	
					"[v]"	"Free variation"	
			"s"				
			"ɣ"				
			"h"				
			"m̃ʷ"				
			"m"				
			"n"				
			"ŋ"				
			"l"				
			"w"				
			"j"				
			"i"				
			"ɪ"				
			"e"		"[ɛ]"		
					"[e]"		
			"a"				
			"o"		"[ɔ]"		
					"[o]"		
			"ʊ"				
			"u"				
							
							
"nnm"	"Namia"		"p"				"nnm_feldpausch1992.pdf"
			"t"		"[r]"	"""Occurs in word initial position when the preceding word ends in a vowel"""	
					"[t]"	"""Occurs in word initial position when the preceding word ends in a consonant"""	
			"k"				
			"m"				
			"n"				
			"l"				
			"r"		"[r]"	"""Occurs in word initial position when the preceding word ends in a vowel"""	
					"[t]"	"""Occurs in word initial position when the preceding word ends in a consonant"""	
			"w"		"[ø]"	"""Between morphemes, occurs after /e/"""	
					"[jw]"	"""Between morphemes, occurs after /i/"""	
					"[w]"	"""Between morphemes, after other vowels and consonants"""	
			"j"				
			"i"				
			"e"				
			"u"				
			"o"				
			"a"				
			"ə"		"[ø]"	"""At a morpheme break, before /e, o/, before a consonant"""	
					"[e]"	"""At a morpheme break, before /i,y/"""	
					"[o]"	"""At a morpheme break, before /u, w/"""	
							
							
"nml"	"Ndemli"		"p"				"nml_ngoran1999.pdf"
			"t"				
			"c"				
			"k"				
			"ʔ"				
			"b"				
			"d"				
			"ɟ"				
			"ɡ"				
			"f"				
			"s"				
			"h"				
			"ts"				
			"t̠ʃ"				
			"d̠ʒ"				
			"ɣ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"nt"				
			"ŋk"				
			"mb"				
			"nd"				
			"nɟ"	"curious non-homorganic pre-nasal"			
			"ŋɡ"				
			"l"				
			"r"				
			"<w>"	"claim derived by rule"			
			"<j>"	"claim derived by rule"			
			"i"		"[ɨ]"	"before a velar nasal"	
			"e"				
			"ɛ"				
			"ø"				
			"a"				
			"ʉ"				
			"u"				
			"o"				
			"ɔ"				
			"iː"				
			"<eː>"	"impled but no example given"			
			"<ɛː>"	"impled but no example given"			
			"<øː>"	"impled but no example given"			
			"<aː>"	"impled but no example given"			
			"<ʉː>"	"impled but no example given"			
			"uː"				
			"<oː>"	"impled but no example given"			
			"ɔː"				
			"˦"				
			"˨"				
			"˧"				
			"˩˥"				
			"˥˩"				
							
							
"apm"	"Chiricahua Apache"		"p"				"apm_hoijer1946.pdf"
			"t"				
			"k"	"c"			
			"tʰ"	"tx"			
			"kʰ"	"kx"			
			"tʼ"				
			"kʼ"				
			"ʔ"				
			"m"				
			"n"				
			"mb"				
			"nd"				
			"s"				
			"z"				
			"ʃ"				
			"ʒ"				
			"ɬ"				
			"l"				
			"x"	"ç"			
			"ɣ"	"ʝ"			
			"h"	"x"			
			"j"	"j͓"			
			"ts"				
			"t̠ʃ"				
			"tɬ"				
			"tsʰ"				
			"t̠ʃʰ"				
			"tɬʰ"				
			"tsʼ"				
			"t̠ʃʼ"				
			"tɬʼ"				
			"a"				
			"e"				
			"i"				
			"o"				
			"aː"				
			"eː"				
			"iː"				
			"oː"				
			"ã"				
			"ẽ"				
			"ĩ"				
			"õ"				
			"ãː"				
			"ẽː"				
			"ĩː"				
			"õː"				
			"˨"				
			"˦"				
			"˥˩"				
			"˩˥"				
							
"yum"	"Yuma"		"p"				"yum_halpern1946.pdf"
			"v"				
			"m"				
			"w"				
			"ð"				
			"t̪"				
			"s"				
			"ts"				
			"n"				
			"l̪"				
			"l̥"				
			"t̪ʲ"				
			"n̪ʲ"				
			"l̪ʲ"				
			"ɬʲ"				
			"ʈ"				
			"ʂ"				
			"ɳ"				
			"c̟"	'"DRM: The source grammar describes this sound as ""pre-palatal"" (that''s all it says)."'			
			"j"				
			"r"				
			"c"				
			"ç"				
			"cʷ"				
			"çʷ"				
			"k"				
			"kʷ"				
			"ʔ"				
			"a"				
			"e"				
			"ɪ"				
			"o"				
			"u"				
			"aː"				
			"eː"				
			"ɪː"				
			"oː"				
			"uː"				
							
							
"nnk"	"Nankina"		"p"		"[p]"		"nnk_spaulding1994.pdf"
